RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Dependents,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,MonthlyCharges,TotalCharges,PaymentMethod,Exited
6052,15623220,Brown,723,Spain,Female,45,No,4,0,2,0,37214.39,20,275.7,Mailed check,0
6053,15752857,Palerma,452,Germany,Male,52,Yes,1,98443.14,2,0,92033.98,78.45,3126.45,Electronic check,0
6054,15677908,Gilbert,552,Spain,Male,42,Yes,4,0,2,0,195692.3,25.1,1070.15,Electronic check,0
6055,15773013,Uvarov,633,France,Female,47,Yes,0,0,1,1,6342.84,97.35,3457.9,Bank transfer (automatic),1
6056,15623972,Wisdom,479,Germany,Female,23,No,9,123575.51,1,1,95148.28,55,340.4,Electronic check,0
6057,15738627,Hussain,768,France,Male,25,No,6,0,2,1,21215.67,71.1,4299.2,Credit card (automatic),0
6058,15643392,Woods,742,France,Male,31,No,4,105239.1,1,1,19700.24,61.55,1093.2,Credit card (automatic),0
6059,15684868,Cameron,668,Germany,Male,56,No,9,110993.79,1,0,134396.64,45.9,521.9,Bank transfer (automatic),1
6060,15627854,Mai,707,Spain,Male,44,No,3,0,2,1,135077.01,40.3,1630.4,Bank transfer (automatic),0
6061,15669253,Gibson,754,Spain,Male,39,No,7,157691.98,2,0,133600.89,87.1,713.6,Electronic check,1
6062,15758023,Grigoryeva,544,Germany,Male,47,Yes,5,105245.21,1,0,99922.08,49.5,1265.65,Mailed check,1
6063,15574558,Gunter,718,Spain,Male,32,No,8,0,2,1,41399.33,73.8,4003.85,Credit card (automatic),0
6064,15635256,Arcuri,762,France,Male,31,Yes,7,117687.35,1,1,159344.43,19.2,1401.4,Mailed check,0
6065,15680399,Tung,772,France,Male,23,No,2,0,2,0,18364.19,45.3,45.3,Mailed check,0
6066,15674720,Smith,691,Germany,Female,37,No,7,123067.63,1,1,98162.44,25,1510.5,Mailed check,1
6067,15580249,Lori,502,France,Male,45,No,0,0,1,0,84663.21,94.95,178.1,Electronic check,0
6068,15675431,Chidimma,563,France,Female,34,No,6,0,2,0,36536.93,35.3,264.8,Mailed check,0
6069,15698285,Ting,676,France,Female,41,Yes,4,101457.14,1,1,79101.67,44.55,480.6,Electronic check,0
6070,15810775,Tsao,576,Spain,Male,52,Yes,2,100549.43,2,1,16644.16,76.75,4541.9,Credit card (automatic),0
6071,15678173,Collee,629,Spain,Male,35,Yes,4,174588.8,2,1,158420.14,81,4976.15,Bank transfer (automatic),0
6072,15665222,Lettiere,625,Spain,Male,52,Yes,8,121161.57,1,0,48988.28,105.55,7542.25,Bank transfer (automatic),0
6073,15803908,Fu,628,France,Male,45,Yes,9,0,2,1,96862.56,18.8,251.25,Mailed check,0
6074,15586039,Bergamaschi,471,Germany,Female,36,Yes,5,90063.74,2,1,96366.7,24.9,1595.5,Mailed check,0
6075,15802570,Dyer,811,France,Female,45,No,5,0,2,1,146123.19,23.45,23.45,Electronic check,0
6076,15781451,Buccho,504,France,Male,42,No,3,134936.97,2,0,135178.91,64.9,685.55,Mailed check,0
6077,15721019,Jones,687,France,Female,24,Yes,3,110495.27,1,0,158615.41,61.35,3874.1,Bank transfer (automatic),0
6078,15738588,Nebechi,660,Germany,Female,37,No,2,133200.09,1,0,71433.88,113.95,6891.4,Mailed check,0
6079,15730657,Ibekwe,548,France,Female,41,No,4,82596.8,1,1,55672.09,90.15,4916.95,Electronic check,0
6080,15739292,Gorshkov,609,Germany,Male,31,No,9,103837.75,1,1,150218.11,54.1,1373,Electronic check,0
6081,15725945,Nweke,659,Spain,Female,42,No,2,0,1,0,162734.31,29.7,29.7,Mailed check,1
6082,15813159,Hairston,526,France,Male,52,No,8,93590.47,1,1,21228.71,49.8,49.8,Credit card (automatic),1
6083,15636820,Loggia,725,Germany,Male,40,No,8,104149.66,1,0,62027.9,101.1,6039.9,Electronic check,0
6084,15603880,Morgan,519,Germany,Male,38,Yes,1,114141.64,1,1,60988.21,24.4,1548.65,Bank transfer (automatic),1
6085,15619494,Abdulov,562,Germany,Female,31,No,9,117153,1,1,108675.01,95,3440.25,Bank transfer (automatic),0
6086,15596992,Norris,482,Germany,Male,45,No,7,156353.46,1,0,72643.95,50.65,151.3,Mailed check,1
6087,15735025,Clark,535,Spain,Male,37,No,3,175534.78,2,1,9241.52,69.9,4226.7,Mailed check,0
6088,15730759,Chukwudi,561,France,Female,27,Yes,9,135637,1,0,153080.4,39.95,1023.75,Bank transfer (automatic),1
6089,15752912,Perkin,661,France,Female,30,No,7,0,2,0,72196.57,55.4,55.4,Electronic check,0
6090,15711316,Ch'ang,771,France,Male,27,No,2,0,2,1,199527.34,90.6,90.6,Electronic check,0
6091,15738785,Kang,545,France,Male,26,Yes,7,0,2,1,156598.23,103.25,7074.4,Credit card (automatic),0
6092,15777896,Chukwudi,850,Germany,Female,33,No,2,83415.04,1,1,74917.64,86.85,156.35,Mailed check,0
6093,15628963,Frolova,601,Germany,Male,43,No,3,141859.12,2,1,111249.62,94.25,6849.75,Bank transfer (automatic),0
6094,15742126,Chiu,712,Germany,Male,38,No,7,132767.66,2,1,59115.77,47.05,3263.6,Electronic check,0
6095,15575623,Simpson,589,France,Female,31,No,10,110635.32,1,0,148218.86,20.55,1252.85,Credit card (automatic),0
6096,15741652,McLean,600,Spain,Male,37,No,8,177657.35,1,1,77142.32,19.65,67.55,Mailed check,0
6097,15738884,Hu,642,Germany,Male,41,No,4,157777.58,1,0,67484.6,70.2,70.2,Electronic check,0
6098,15615050,Savage,575,Germany,Male,47,Yes,9,107915.94,2,1,63452.18,81,5750,Credit card (automatic),1
6099,15803005,Wallace,570,Germany,Female,57,Yes,5,86568.75,1,1,103660.31,75.9,1549.75,Bank transfer (automatic),0
6100,15743498,Winter,532,Germany,Male,52,Yes,9,137755.76,1,0,163191.99,24.7,1810.55,Bank transfer (automatic),1
6101,15720463,Ho,796,France,Male,30,No,2,137262.71,2,0,62905.29,99.05,2952.85,Bank transfer (automatic),0
6102,15588695,Su,833,Spain,Male,32,No,6,0,1,1,44323.22,110.25,7467.55,Credit card (automatic),1
6103,15665802,Li Fonti,642,Spain,Female,36,No,6,0,2,1,97938.59,85,5484.4,Credit card (automatic),0
6104,15571144,Ives,655,France,Male,28,No,10,0,2,1,126565.21,19.75,294.9,Credit card (automatic),0
6105,15750731,Trevisani,736,Germany,Male,50,No,9,116309.01,1,0,185360.4,23.9,97.5,Electronic check,1
6106,15605134,Bond,617,France,Female,34,No,0,131244.65,2,0,183229.02,111.25,5916.45,Credit card (automatic),0
6107,15626044,Lettiere,762,Germany,Male,28,No,3,125155.83,2,1,106024.02,55.1,113.35,Mailed check,0
6108,15737910,Houghton,703,Germany,Male,35,No,5,140691.08,2,0,167810.26,19.95,19.95,Mailed check,0
6109,15761076,Lei,507,France,Male,41,No,3,58820.32,2,1,138536.09,25.15,476.8,Mailed check,0
6110,15710105,Stirling,581,Germany,Female,26,No,3,105099.45,1,1,184520,54.15,101.65,Mailed check,1
6111,15577402,Grant,593,France,Male,31,No,9,0,2,1,20492.16,59.8,1130.85,Mailed check,0
6112,15803337,Baresi,648,France,Male,23,No,9,168372.52,1,0,134676.72,83.85,3532.25,Bank transfer (automatic),0
6113,15654372,Pearce,462,Germany,Male,34,Yes,1,94682.56,2,0,138478.2,104.9,6891.45,Electronic check,0
6114,15585867,Rutledge,596,Spain,Male,36,No,2,0,2,1,125557.95,75.3,1570.7,Mailed check,0
6115,15662488,Udegbunam,627,France,Female,44,No,5,0,2,0,82969.61,66.65,520.95,Electronic check,1
6116,15604813,Zaytseva,494,France,Male,40,Yes,7,0,2,1,158071.69,109.5,7854.9,Credit card (automatic),0
6117,15611644,Onyemauchechukwu,627,France,Male,73,No,0,146329.73,1,1,43615.67,73.85,3581.4,Bank transfer (automatic),0
6118,15674928,Mullah,850,Spain,Male,37,No,2,0,2,0,119969.99,19.3,1447.9,Bank transfer (automatic),0
6119,15656100,Candler,632,France,Female,49,No,5,167962.7,1,0,140201.21,118.2,8547.15,Electronic check,0
6120,15764293,Konovalova,490,France,Male,33,No,1,0,2,1,80792.83,51.45,727.85,Credit card (automatic),0
6121,15636423,Lei,715,France,Male,40,No,7,0,1,1,141359.11,59.45,357.6,Electronic check,0
6122,15607629,Hollis,679,France,Male,48,Yes,8,0,2,0,23344.94,19.5,159.35,Bank transfer (automatic),0
6123,15577313,Lionel,619,France,Male,44,No,3,116967.68,1,0,5075.17,19.55,280.85,Mailed check,1
6124,15714493,Francis,465,Spain,Female,33,No,6,0,2,1,95500.98,93.55,6069.25,Electronic check,0
6125,15643359,Carter,736,Spain,Male,32,Yes,7,0,1,1,79082.62,59.3,3274.35,Mailed check,0
6126,15687913,Mai,501,Germany,Female,34,No,7,93244.42,1,1,199805.63,102.25,1359,Credit card (automatic),0
6127,15790935,Johnson,535,France,Female,29,No,5,0,2,1,52709.55,95.9,1777.9,Credit card (automatic),0
6128,15708693,Sherman,759,France,Female,33,No,2,0,2,0,56583.88,109.8,6109.65,Bank transfer (automatic),0
6129,15672016,Sabbatini,819,France,Male,35,No,1,0,2,1,3385.04,78.1,1122.4,Electronic check,0
6130,15727605,Shih,533,Germany,Male,43,No,4,80442.06,2,1,12537.42,39.9,2020.9,Electronic check,0
6131,15651144,Yao,632,Germany,Female,35,No,2,150561.03,2,0,64722.61,64.9,3795.45,Credit card (automatic),0
6132,15749401,Ko,686,France,Male,60,No,9,0,3,1,75246.21,95.05,4504.55,Electronic check,1
6133,15691874,Kazakova,687,France,Female,34,No,9,125474.44,1,0,198929.84,53.4,3579.15,Credit card (automatic),0
6134,15620735,Chiganu,667,Germany,Female,33,No,4,127076.68,2,0,69011.66,24.9,49.7,Credit card (automatic),0
6135,15769781,Nucci,699,Spain,Female,25,No,8,0,2,1,52404.47,44.7,276.5,Credit card (automatic),0
6136,15624611,Marsden,497,Spain,Male,37,Yes,8,128650.11,2,1,163641.53,114,8175.9,Bank transfer (automatic),0
6137,15773071,Serena,780,Spain,Female,33,Yes,6,145580.61,1,1,154598.56,20.25,890.35,Bank transfer (automatic),0
6138,15720371,McLean,652,France,Female,51,No,3,0,1,0,173989.47,53.85,259.8,Credit card (automatic),1
6139,15717984,Longo,477,France,Male,47,No,9,144900.58,1,0,61315.37,83.85,5588.8,Bank transfer (automatic),1
6140,15806407,Wilson,652,France,Female,37,Yes,4,0,2,0,143393.24,20.2,50.6,Bank transfer (automatic),0
6141,15785042,Hsiung,488,France,Female,31,No,8,97588.6,1,0,124210.53,19.95,58,Mailed check,0
6142,15809302,Wright,572,France,Male,24,No,1,0,2,1,151460.84,104.2,5568.35,Electronic check,0
6143,15677550,Folliero,755,France,Female,38,No,1,0,2,0,20734.81,50.25,2203.65,Electronic check,0
6144,15654096,Johnston,779,Germany,Female,24,Yes,10,122200.31,2,0,43705.56,20.35,938.95,Mailed check,0
6145,15617320,Palermo,693,Spain,Female,46,No,3,151709.33,1,0,180736.24,90,2024.1,Electronic check,0
6146,15653065,Nwabugwu,530,Spain,Female,22,Yes,7,0,2,0,104170.48,54.2,3623.95,Credit card (automatic),0
6147,15649112,Endrizzi,738,Spain,Female,33,No,3,122134.4,2,1,27867.59,99.5,2369.05,Electronic check,0
6148,15690526,Tuan,690,Germany,Male,31,No,2,137260.45,2,0,55387.28,99.1,3877.95,Mailed check,0
6149,15806945,Udobata,611,France,Female,30,No,9,88594.14,1,0,196332.45,66.9,4577.9,Mailed check,0
6150,15670066,Ibezimako,643,Spain,Male,34,No,6,0,2,1,116046.22,25.85,25.85,Mailed check,0
6151,15625761,Maclean,632,Germany,Male,41,No,8,127205.32,4,0,93874.87,91.05,2871.5,Electronic check,1
6152,15761525,Shaw,727,Spain,Female,31,No,10,96997.09,2,0,76614.04,71,672.55,Electronic check,0
6153,15735080,Cummins,508,France,Female,64,No,2,0,1,1,6076.62,93.2,1573.7,Credit card (automatic),0
6154,15619537,Lavrentiev,550,France,Male,31,Yes,5,142200.19,2,1,122221.71,20.95,1270.55,Bank transfer (automatic),0
6155,15598162,Saunders,754,Germany,Female,39,Yes,3,160761.41,1,1,24156.03,109.2,7711.45,Bank transfer (automatic),0
6156,15694300,Fiorentino,759,France,Male,26,No,4,0,2,0,135394.62,19.35,126.05,Mailed check,0
6157,15637235,Knight,794,Spain,Male,33,No,8,0,2,0,91340.02,85.8,2193.65,Credit card (automatic),0
6158,15612444,Manfrin,549,France,Male,29,No,3,0,2,0,146090.38,19.85,64.55,Mailed check,0
6159,15626457,Zetticci,671,France,Male,31,No,0,116234.61,1,0,172096.08,19.65,31.2,Electronic check,0
6160,15627995,Angelo,756,Germany,Female,26,Yes,5,155143.52,1,1,135034.57,20.5,38.25,Bank transfer (automatic),1
6161,15706128,Zhdanov,632,France,Female,21,No,1,0,2,0,84008.66,89.65,3348.1,Credit card (automatic),0
6162,15666430,Peck,579,France,Male,38,No,8,0,2,0,91763.67,74.35,533.6,Mailed check,0
6163,15627385,Uwaezuoke,748,France,Male,34,No,5,84009.47,1,1,137001.1,49.45,2907.55,Credit card (automatic),0
6164,15581323,White,488,Germany,Female,28,No,7,139246.22,2,0,106799.49,89.1,1620.8,Electronic check,0
6165,15608109,Greco,710,Germany,Male,58,No,7,170113,2,1,10494.64,75.15,3480.35,Credit card (automatic),0
6166,15801942,Chu,619,Spain,Female,41,No,8,0,3,1,79866.73,70.65,293.85,Electronic check,1
6167,15567431,Kodilinyechukwu,773,France,Male,64,Yes,2,145578.28,1,1,186172.85,104.2,3243.45,Electronic check,0
6168,15810167,Scott,657,Spain,Male,75,Yes,7,126273.95,1,1,91673.6,90.05,4137.2,Electronic check,0
6169,15644501,Enyinnaya,579,France,Female,26,No,10,162482.76,1,1,18458.2,79.25,79.25,Electronic check,0
6170,15785290,Hao,542,France,Male,29,No,9,0,1,0,8342.35,44.9,44.9,Bank transfer (automatic),0
6171,15611157,McElhone,709,France,Female,32,No,2,87814.89,1,0,138578.37,19.4,19.4,Credit card (automatic),0
6172,15673837,Ko,617,Spain,Male,61,Yes,3,113858.95,1,1,38129.22,88.75,5348.65,Credit card (automatic),0
6173,15656822,Day,568,Germany,Male,43,No,5,87612.64,4,1,107155.4,70.1,659.65,Electronic check,1
6174,15580560,Harris,769,France,Female,73,No,1,0,1,1,29792.11,91,3180.5,Credit card (automatic),0
6175,15760641,Gerald,608,Germany,Male,26,No,1,106648.98,1,1,7063.6,29.65,118.5,Electronic check,0
6176,15587584,Nebeuwa,503,Spain,Male,31,Yes,4,0,2,1,21645.06,90.8,3023.85,Electronic check,0
6177,15604146,Kaodilinakachukwu,608,Germany,Female,38,No,8,103653.51,2,1,137079.86,77.85,3365.85,Electronic check,0
6178,15813974,Maruff,731,Germany,Male,37,No,3,116880.53,1,0,172718.35,54.3,195.3,Electronic check,1
6179,15746986,Howe,850,Germany,Female,40,No,4,97990.49,2,0,106691.02,18.95,1031.1,Mailed check,0
6180,15759741,Knepper,591,Germany,Female,34,No,4,150635.3,1,1,72274.84,95.15,997.65,Bank transfer (automatic),0
6181,15734892,Fennell,579,Spain,Male,37,No,4,0,2,1,32246.63,102.4,6471.85,Bank transfer (automatic),0
6182,15797194,T'ao,570,France,Male,39,Yes,10,129674.89,2,0,80552.36,99.9,6241.35,Electronic check,0
6183,15723786,Morris,709,France,Female,37,Yes,9,0,2,0,16733.59,88.7,6501.35,Credit card (automatic),0
6184,15642726,Holmes,611,France,Male,53,Yes,3,83568.26,1,0,1235.49,54.3,2317.1,Electronic check,0
6185,15664339,Yu,775,Spain,Male,48,No,4,178144.91,2,0,50168.41,55.7,2237.55,Bank transfer (automatic),1
6186,15754526,Walker,699,Germany,Male,36,No,6,147137.74,1,1,33687.9,103.95,5231.3,Electronic check,0
6187,15703037,Edwards,618,France,Male,37,No,5,0,1,1,178705.45,110.85,5275.8,Credit card (automatic),1
6188,15751412,Harvey,704,France,Male,36,Yes,3,114370.41,1,1,66810.48,20.15,165.5,Mailed check,0
6189,15609558,McDonald,835,Germany,Female,47,No,5,108289.28,2,1,45859.55,20.05,358.5,Mailed check,1
6190,15572408,Chambers,714,Germany,Male,39,Yes,3,149887.49,2,0,63846.36,91.95,6614.9,Credit card (automatic),0
6191,15613923,Reed,581,Spain,Female,43,No,4,170172.9,1,1,100236.02,80.5,80.5,Electronic check,0
6192,15747000,Shih,592,France,Male,27,No,3,0,2,1,19645.65,55.65,2421.75,Electronic check,0
6193,15731781,Onyemachukwu,551,France,Male,43,No,7,0,2,0,178393.68,74.7,1294.6,Electronic check,0
6194,15727198,Teng,689,Germany,Female,28,Yes,2,64808.32,2,0,78591.15,104.15,1299.1,Credit card (automatic),0
6195,15794273,Hand,604,France,Female,56,Yes,0,62732.65,1,1,124954.56,83.65,5733.4,Bank transfer (automatic),0
6196,15804950,Onyemauchechukwu,514,France,Female,41,No,7,0,2,1,3756.65,72.2,305.55,Bank transfer (automatic),0
6197,15576304,Bailey,698,France,Male,29,No,5,95167.55,1,1,152723.23,110.05,7430.75,Credit card (automatic),0
6198,15645200,Chiang,581,Germany,Female,54,No,2,152508.99,1,0,187597.98,51.5,900.5,Mailed check,1
6199,15779627,Maclean,573,Germany,Male,31,Yes,0,134644.19,1,1,70381.49,25.5,630.6,Credit card (automatic),0
6200,15750755,Yobachi,449,Spain,Female,33,No,8,0,2,0,156792.89,89.55,3856.75,Mailed check,0
6201,15569654,Munro,850,Germany,Female,31,Yes,3,51293.47,1,0,35534.68,19.5,1222.65,Credit card (automatic),0
6202,15753079,Chidi,612,France,Male,41,No,5,0,3,0,151256.22,80.7,374.8,Electronic check,0
6203,15684995,Chamberlain,690,Spain,Male,49,Yes,8,116622.73,1,1,51011.29,77.5,1625,Mailed check,0
6204,15790763,Trujillo,599,Spain,Female,49,Yes,2,0,2,0,111190.53,105.1,7234.8,Credit card (automatic),0
6205,15766458,Tang,498,France,Male,33,No,1,198113.86,1,0,69664.35,25.15,331.85,Bank transfer (automatic),0
6206,15616221,Wilson,497,France,Female,29,No,4,85646.81,1,0,63233.02,95.25,3959.35,Bank transfer (automatic),1
6207,15776124,Mann,802,Spain,Male,51,No,7,0,1,1,40855.79,95.65,5088.4,Credit card (automatic),0
6208,15665811,Parry,644,France,Male,33,No,9,141234.98,1,0,95673.05,85,3969.4,Electronic check,0
6209,15729804,Manfrin,714,France,Male,34,No,10,0,2,1,80234.14,80.8,4860.85,Bank transfer (automatic),0
6210,15714062,Millar,690,France,Female,40,No,9,77641.99,1,0,189051.59,24.85,788.05,Mailed check,1
6211,15592197,Simmons,522,Spain,Male,30,Yes,3,0,2,0,145490.85,54.75,1266.35,Credit card (automatic),0
6212,15793116,Beneventi,502,Germany,Female,40,Yes,7,117304.29,1,0,196278.32,85.75,470.95,Electronic check,0
6213,15638231,Chung,730,Spain,Female,62,No,2,0,2,1,162889.1,50.75,688.2,Electronic check,0
6214,15697678,Maxwell,590,Germany,Male,36,Yes,6,92340.69,2,1,174667.58,20.15,387.7,Mailed check,0
6215,15800412,Dale,458,Germany,Male,35,No,9,146780.52,2,1,3476.38,20.05,845.25,Mailed check,0
6216,15597610,Stevens,553,Spain,Male,41,No,6,144974.55,1,1,19344.92,98.25,560.6,Electronic check,0
6217,15726634,Wei,479,France,Male,47,Yes,1,0,1,0,95270.83,71.6,4230.25,Credit card (automatic),0
6218,15670866,Chiu,693,France,Male,31,Yes,2,0,2,1,107759.31,81.45,4983.05,Credit card (automatic),0
6219,15667462,Duncan,707,Spain,Male,43,Yes,10,0,2,0,118368.2,58.4,4113.15,Bank transfer (automatic),0
6220,15662574,Brady,636,Spain,Male,37,No,1,115137.26,1,0,52484.01,25.7,25.7,Mailed check,0
6221,15716926,Macleod,807,France,Male,33,Yes,10,101952.97,2,0,178153.65,53.7,521,Credit card (automatic),0
6222,15603554,Berkeley,513,France,Female,45,No,0,164649.52,3,0,49915.52,19.6,471.85,Bank transfer (automatic),1
6223,15716800,Kaur,582,France,Male,31,No,2,0,2,1,33747.03,89.4,5976.9,Credit card (automatic),0
6224,15679429,Bell,694,France,Male,32,Yes,0,91956.49,1,1,59961.81,69,506.9,Electronic check,0
6225,15616122,Nwokike,777,France,Male,39,Yes,8,0,2,1,18613.52,84.2,4299.75,Bank transfer (automatic),0
6226,15742172,Williamson,598,Germany,Male,32,Yes,9,123938.6,2,0,198894.42,106.1,7548.6,Credit card (automatic),0
6227,15792305,Mountgarrett,762,Germany,Male,46,No,6,123571.77,3,1,57014.17,25.75,1654.75,Mailed check,1
6228,15636016,Wreford,588,France,Female,34,No,3,120777.88,1,1,131729.52,46.05,80.35,Bank transfer (automatic),0
6229,15733138,Paterson,663,Germany,Male,42,Yes,5,90248.79,1,1,79169.73,64.95,4551.5,Bank transfer (automatic),0
6230,15669741,Hou,777,France,Male,36,No,7,0,1,0,106472.34,85.45,6227.5,Credit card (automatic),0
6231,15616954,Smith,592,France,Male,71,Yes,4,0,2,1,17013.54,20.05,20.05,Mailed check,0
6232,15729238,Peng,631,Germany,Male,48,No,1,106396.48,1,1,150661.42,76.4,76.4,Mailed check,1
6233,15718242,Wollstonecraft,725,Germany,Female,47,No,1,104887.43,1,0,86622.56,100.5,514,Electronic check,1
6234,15682914,Bolton,850,France,Male,34,No,2,72079.71,1,1,115767.93,20.7,57.5,Mailed check,0
6235,15654274,Corrie,540,France,Male,37,No,6,0,2,0,141998.89,25.3,1474.35,Credit card (automatic),0
6236,15691457,Boyle,674,Spain,Male,36,Yes,2,0,2,1,182787.17,40.05,880.2,Mailed check,0
6237,15719649,Lambie,553,France,Male,38,No,3,99844.68,1,0,187915.7,100.6,3270.25,Bank transfer (automatic),0
6238,15778897,Cartwright,630,France,Female,28,No,1,0,2,1,133267.78,69.95,69.95,Electronic check,0
6239,15589437,Lu,466,France,Male,26,No,3,156815.71,1,1,137476.09,74,3919.15,Bank transfer (automatic),0
6240,15682369,Pisano,613,France,Male,47,No,6,146034.74,1,1,77146.14,99.4,7285.7,Electronic check,0
6241,15626507,Chukwubuikem,558,France,Male,27,Yes,1,152283.39,1,0,183271.15,93.3,93.3,Electronic check,0
6242,15571995,Harper,775,Germany,Female,33,No,1,118897.1,2,1,26362.4,49.15,169.05,Electronic check,0
6243,15673333,Wilson,698,Germany,Male,52,Yes,8,96781.39,1,1,153373.71,107.45,7658.3,Credit card (automatic),0
6244,15748752,Ch'in,608,Germany,Male,33,Yes,1,102772.67,2,0,70705.58,83.6,5959.3,Credit card (automatic),0
6245,15725302,Streeton,670,Spain,Female,20,No,4,0,2,0,119759.24,99.05,5295.7,Credit card (automatic),0
6246,15722083,Ch'ang,591,Spain,Male,39,No,8,0,2,0,42392.24,80.1,4693.2,Electronic check,0
6247,15771442,Pennington,633,France,Male,40,No,4,150578,1,1,34670.62,65.3,3512.9,Bank transfer (automatic),1
6248,15803633,T'ien,678,France,Female,46,No,1,0,2,0,82106.19,89.55,5231.2,Electronic check,0
6249,15672185,Liu,590,France,Male,47,No,3,0,2,0,171774.5,60.8,3603.45,Credit card (automatic),0
6250,15806486,Cunningham,705,France,Female,48,No,0,0,2,0,149772.61,74.5,217.45,Electronic check,0
6251,15570895,Ch'in,608,France,Male,42,No,10,163548.07,1,0,38866.85,99.15,6875.35,Bank transfer (automatic),0
6252,15614520,Smith,682,France,Female,37,Yes,8,148580.12,1,0,35179.18,19.25,19.25,Electronic check,0
6253,15687492,Anderson,596,Germany,Male,32,Yes,3,96709.07,2,0,41788.37,39.45,2021.35,Credit card (automatic),0
6254,15675337,Forbes,395,Germany,Female,34,No,5,106011.59,1,1,17376.57,44.85,2564.95,Credit card (automatic),1
